id,role,intent,variant_type,index,text,version,voice,source,file_path,notes
staff_001,staff,workspace,standard,001,"打开我的办公工作台。",humanized,Tingting,macos-say,audio/humanized/staff/staff_001.wav,"slower pace, natural pause"
staff_002,staff,workspace,standard,002,"返回教职工服务首页。",humanized,Tingting,macos-say,audio/humanized/staff/staff_002.wav,"slower pace, natural pause"
staff_003,staff,workspace,colloquial,003,"帮我打开办公工作台。",humanized,Tingting,macos-say,audio/humanized/staff/staff_003.wav,"slower pace, natural pause"
staff_004,staff,workspace,colloquial,004,"我想回到教职工服务首页。",humanized,Tingting,macos-say,audio/humanized/staff/staff_004.wav,"slower pace, natural pause"
staff_005,staff,workspace,entity,005,"切到后勤办公工作台首页。",humanized,Tingting,macos-say,audio/humanized/staff/staff_005.wav,"slower pace, natural pause"
staff_006,staff,workspace,short,006,"打开办公台。",humanized,Tingting,macos-say,audio/humanized/staff/staff_006.wav,"slower pace, natural pause"
staff_007,staff,approval_leave,standard,007,"查看今天我的待办事项。",humanized,Tingting,macos-say,audio/humanized/staff/staff_007.wav,"slower pace, natural pause"
staff_008,staff,approval_leave,standard,008,"查询我提交的审批进度。",humanized,Tingting,macos-say,audio/humanized/staff/staff_008.wav,"slower pace, natural pause"
staff_009,staff,approval_leave,colloquial,009,"帮我看一下今天我的待办。",humanized,Tingting,macos-say,audio/humanized/staff/staff_009.wav,"slower pace, natural pause"
staff_010,staff,approval_leave,colloquial,010,"我想查一下我提交的审批进度。",humanized,Tingting,macos-say,audio/humanized/staff/staff_010.wav,"slower pace, natural pause"
staff_011,staff,approval_leave,entity,011,"查一下设备采购审批的处理进度。",humanized,Tingting,macos-say,audio/humanized/staff/staff_011.wav,"slower pace, natural pause"
staff_012,staff,approval_leave,short,012,"看审批进度。",humanized,Tingting,macos-say,audio/humanized/staff/staff_012.wav,"slower pace, natural pause"
staff_013,staff,leave,standard,013,"打开请假申请页面。",humanized,Tingting,macos-say,audio/humanized/staff/staff_013.wav,"slower pace, natural pause"
staff_014,staff,leave,standard,014,"提交今天下午的请假申请。",humanized,Tingting,macos-say,audio/humanized/staff/staff_014.wav,"slower pace, natural pause"
staff_015,staff,leave,colloquial,015,"帮我打开请假申请页面。",humanized,Tingting,macos-say,audio/humanized/staff/staff_015.wav,"slower pace, natural pause"
staff_016,staff,leave,colloquial,016,"我想提交今天下午的请假申请。",humanized,Tingting,macos-say,audio/humanized/staff/staff_016.wav,"slower pace, natural pause"
staff_017,staff,leave,entity,017,"提交明天下午两点到五点的请假申请。",humanized,Tingting,macos-say,audio/humanized/staff/staff_017.wav,"slower pace, natural pause"
staff_018,staff,leave,short,018,"提请假申请。",humanized,Tingting,macos-say,audio/humanized/staff/staff_018.wav,"slower pace, natural pause"
staff_019,staff,attendance,standard,019,"查看本月我的考勤记录。",humanized,Tingting,macos-say,audio/humanized/staff/staff_019.wav,"slower pace, natural pause"
staff_020,staff,attendance,standard,020,"查询本周我的值班安排。",humanized,Tingting,macos-say,audio/humanized/staff/staff_020.wav,"slower pace, natural pause"
staff_021,staff,attendance,colloquial,021,"帮我看一下这个月我的考勤记录。",humanized,Tingting,macos-say,audio/humanized/staff/staff_021.wav,"slower pace, natural pause"
staff_022,staff,attendance,colloquial,022,"我想查一下这周我的值班安排。",humanized,Tingting,macos-say,audio/humanized/staff/staff_022.wav,"slower pace, natural pause"
staff_023,staff,attendance,entity,023,"看一下周三下午的值班安排。",humanized,Tingting,macos-say,audio/humanized/staff/staff_023.wav,"slower pace, natural pause"
staff_024,staff,attendance,short,024,"看我的考勤。",humanized,Tingting,macos-say,audio/humanized/staff/staff_024.wav,"slower pace, natural pause"
staff_025,staff,notice,standard,025,"打开校园通知公告列表。",humanized,Tingting,macos-say,audio/humanized/staff/staff_025.wav,"slower pace, natural pause"
staff_026,staff,notice,standard,026,"查看最新一条学校通知。",humanized,Tingting,macos-say,audio/humanized/staff/staff_026.wav,"slower pace, natural pause"
staff_027,staff,notice,colloquial,027,"帮我打开学校通知列表。",humanized,Tingting,macos-say,audio/humanized/staff/staff_027.wav,"slower pace, natural pause"
staff_028,staff,notice,colloquial,028,"我想看一下最新一条学校通知。",humanized,Tingting,macos-say,audio/humanized/staff/staff_028.wav,"slower pace, natural pause"
staff_029,staff,notice,entity,029,"打开后勤处本周的通知公告列表。",humanized,Tingting,macos-say,audio/humanized/staff/staff_029.wav,"slower pace, natural pause"
staff_030,staff,notice,short,030,"看学校通知。",humanized,Tingting,macos-say,audio/humanized/staff/staff_030.wav,"slower pace, natural pause"
staff_031,staff,meeting_room,standard,031,"查询会议室预约情况。",humanized,Tingting,macos-say,audio/humanized/staff/staff_031.wav,"slower pace, natural pause"
staff_032,staff,meeting_room,standard,032,"预约明天下午三点的会议室。",humanized,Tingting,macos-say,audio/humanized/staff/staff_032.wav,"slower pace, natural pause"
staff_033,staff,meeting_room,colloquial,033,"帮我查一下会议室预约情况。",humanized,Tingting,macos-say,audio/humanized/staff/staff_033.wav,"slower pace, natural pause"
staff_034,staff,meeting_room,colloquial,034,"我想预约明天下午三点的会议室。",humanized,Tingting,macos-say,audio/humanized/staff/staff_034.wav,"slower pace, natural pause"
staff_035,staff,meeting_room,entity,035,"预约行政楼三楼第一会议室明天下午三点。",humanized,Tingting,macos-say,audio/humanized/staff/staff_035.wav,"slower pace, natural pause"
staff_036,staff,meeting_room,short,036,"订会议室。",humanized,Tingting,macos-say,audio/humanized/staff/staff_036.wav,"slower pace, natural pause"
staff_037,staff,repair,standard,037,"打开设备报修页面。",humanized,Tingting,macos-say,audio/humanized/staff/staff_037.wav,"slower pace, natural pause"
staff_038,staff,repair,standard,038,"提交办公室打印机报修申请。",humanized,Tingting,macos-say,audio/humanized/staff/staff_038.wav,"slower pace, natural pause"
staff_039,staff,repair,colloquial,039,"帮我打开设备报修页面。",humanized,Tingting,macos-say,audio/humanized/staff/staff_039.wav,"slower pace, natural pause"
staff_040,staff,repair,colloquial,040,"我想提交办公室打印机报修申请。",humanized,Tingting,macos-say,audio/humanized/staff/staff_040.wav,"slower pace, natural pause"
staff_041,staff,repair,entity,041,"提交行政楼二楼办公室打印机报修申请。",humanized,Tingting,macos-say,audio/humanized/staff/staff_041.wav,"slower pace, natural pause"
staff_042,staff,repair,short,042,"提报修。",humanized,Tingting,macos-say,audio/humanized/staff/staff_042.wav,"slower pace, natural pause"
staff_043,staff,cafeteria,standard,043,"查看我的报修处理进度。",humanized,Tingting,macos-say,audio/humanized/staff/staff_043.wav,"slower pace, natural pause"
staff_044,staff,cafeteria,standard,044,"查询本周食堂用餐安排。",humanized,Tingting,macos-say,audio/humanized/staff/staff_044.wav,"slower pace, natural pause"
staff_045,staff,cafeteria,colloquial,045,"帮我看一下我的报修处理进度。",humanized,Tingting,macos-say,audio/humanized/staff/staff_045.wav,"slower pace, natural pause"
staff_046,staff,cafeteria,colloquial,046,"我想查一下这周食堂用餐安排。",humanized,Tingting,macos-say,audio/humanized/staff/staff_046.wav,"slower pace, natural pause"
staff_047,staff,cafeteria,entity,047,"看一下周五中午的食堂用餐安排。",humanized,Tingting,macos-say,audio/humanized/staff/staff_047.wav,"slower pace, natural pause"
staff_048,staff,cafeteria,short,048,"看食堂安排。",humanized,Tingting,macos-say,audio/humanized/staff/staff_048.wav,"slower pace, natural pause"
staff_049,staff,payroll,standard,049,"打开工资条查询页面。",humanized,Tingting,macos-say,audio/humanized/staff/staff_049.wav,"slower pace, natural pause"
staff_050,staff,payroll,standard,050,"查看本月工资发放情况。",humanized,Tingting,macos-say,audio/humanized/staff/staff_050.wav,"slower pace, natural pause"
staff_051,staff,payroll,colloquial,051,"帮我打开工资条查询页面。",humanized,Tingting,macos-say,audio/humanized/staff/staff_051.wav,"slower pace, natural pause"
staff_052,staff,payroll,colloquial,052,"我想看一下本月工资发放情况。",humanized,Tingting,macos-say,audio/humanized/staff/staff_052.wav,"slower pace, natural pause"
staff_053,staff,payroll,entity,053,"查询四月份工资发放情况。",humanized,Tingting,macos-say,audio/humanized/staff/staff_053.wav,"slower pace, natural pause"
staff_054,staff,payroll,short,054,"看工资条。",humanized,Tingting,macos-say,audio/humanized/staff/staff_054.wav,"slower pace, natural pause"
staff_055,staff,training,standard,055,"查询我的培训学习任务。",humanized,Tingting,macos-say,audio/humanized/staff/staff_055.wav,"slower pace, natural pause"
staff_056,staff,training,standard,056,"打开教职工通讯录。",humanized,Tingting,macos-say,audio/humanized/staff/staff_056.wav,"slower pace, natural pause"
staff_057,staff,training,colloquial,057,"帮我查一下我的培训学习任务。",humanized,Tingting,macos-say,audio/humanized/staff/staff_057.wav,"slower pace, natural pause"
staff_058,staff,training,colloquial,058,"我想打开教职工通讯录。",humanized,Tingting,macos-say,audio/humanized/staff/staff_058.wav,"slower pace, natural pause"
staff_059,staff,training,entity,059,"打开后勤处教职工通讯录。",humanized,Tingting,macos-say,audio/humanized/staff/staff_059.wav,"slower pace, natural pause"
staff_060,staff,training,short,060,"看培训任务。",humanized,Tingting,macos-say,audio/humanized/staff/staff_060.wav,"slower pace, natural pause"
